BA,"Y31,Y34",lead acid batteries,1160.0,8.0,"H8,H12",,3334.065,f,SI,,R4
BA,"Y31,Y34",dry cell batteries,1160.0,8.0,"H8,H12",,191.95,HR,SI,,R4
BA,Y31,waste lead powder,1020.0,,"H8,H12",,121.4,HR,SI,,R4
BA,Y10,solid material poluted with PCB,3180.0,9.0,H11,,37.96,"HR,SI,AT",FR,D10,
BA,Y10,liquid pyralene,3180.0,,H11,,0.2,"HR,SI,AT",FR,D10,
BA,Y10,transformators and condenzators with PCB,3180.0,,H11,,128.4845,"HR,SI,AT",FR,D10,
BA,Y4,waste pesticides and insekticides,4030.0,,"H8,H3,H6.1",,6.471,"HR,SI",AT,D10,
BA,Y31,waste batteries ,1160.0,,"H8,H11,H34",,20.479,"HR,SI",AT,,R4
BA,Y3,citostatics,4010.0,,H11,,305.568,"HR,SI",AT,D10,
BA,Y23,waste batteries ,3150.0,,"H12,H13",,1.96,"HR,SI",AT,,R4
BA,Y8,oil contaminated soil,3020.0,,H13,,209.94,"HR,SI",AT,D8,
BA,Y8,waste oil,3020.0,,H13,,140.85,"HR,SI",AT,,R1
BA,"Y21,Y26","waste containing inorganic chemicals, lab.",4140.0,,"H6.1,H8",,8.62,"HR,SI",AT,D9,
BA,"Y12,Y41,Y45",solvent containing waste partly halogenated,3150.0,,"H6.1,H4.1,H3",,154.807,"HR,SI",AT,D10,
BA,Y10,transformators and condenzators with PCB,3180.0,,H11,,70.32,"HR,SI,AT",DE,D9,
BA,Y3,waste medicins,4010.0,,H12,,54.681,"HR,SI,AT",DE,"D10,D15",
BA,"Y42,Y35,Y7,Y34",lab chemicals,,,"H6.1,H5.1,H3,H8",,71.841,"HR,SI,AT",DE,"D10,D15",
BA,Y1,clinical waste,4020.0,,H6.2,,10.96,"HR,SI,AT",DE,D10,
BA,"Y21,Y26",other waste cont. inorganic chemicals,4140.0,,"H6.1,H8",,100.0,"HR,SI",AT,D10,
BE,Y18,,,,,,25.0,,LU,,R12
BE,Y1,,,,,,1144.709265,,NL,,R3
BE,Y1,,,,,,780.942032,,NL,,R12
BE,Y1,,,,H6.2,,7.724,,NL,,R4
BE,Y2,,,,,,1033.0,,FR,D10,
BE,Y2,,,,,,1.93,,NL,,R4
BE,Y2,,,,H1,,10.0,,DE,,R4
BE,Y3,,,,H3,,60.0,,DE,,R3
BE,Y3,,,,H3,,186.26,,DE,,R3
BE,Y3,,,,H3,,989.8928549999999,,FR,,R12
BE,Y3,,,,H3,,40.54,,FR,,R12
BE,Y4,,,,H3,,90.575096,,DE,,R4
BE,Y5,,,,,,14259.286103,,DE,,R1
BE,Y5,,,,,,4476.273,,SE,,R1
BE,Y5,,,,,,394.619993,,FR,,R3
BE,Y5,,,,,,552.06,,NL,,R12
BE,Y5,,,,H6.1,,21.0,,NL,,R3
BE,Y6,,,,,,2374.922377,,NL,D10,
BE,Y6,,,,,,25.0,,DE,,R1
BE,Y6,,,,,,225.499,,DE,,R1
BE,Y6,,,,H11,,95.4,,IT,,R2
BE,Y6,,,,H3,,2879.049999,,NL,,R1
BE,Y6,,,,H3,,24.32,,SE,,R1
BE,Y6,,,,H3,,16.0,,DE,,R2
BE,Y6,,,,H3,,2617.58,,FR,,R2
BE,Y6,,,,H3,,247.52,,FR,,R2
BE,Y6,,,,H3,,2260.610625,,FR,,R2
BE,Y6,,,,H3,,717.27,,NL,,R2
BE,Y6,,,,H3,,307.72,,FR,,R12
